Id,Name,Title,Release,BGG Ranking,BGG Rating,Average Rating,Average Rating Z,Tags
224037,Codenames: Duet,"<a href=""https://boardgamegeek.com/boardgame/224037"">Codenames: Duet</a><br><img src=""https://cf.geekdo-images.com/0d1EaMVmAiIBROI2QstFSQ__thumb/img/J-thZd7Pbbh1CE8QHcvEE4w8FBE=/fit-in/200x150/filters:strip_icc()/pic3596681.jpg"" alt=""Codenames: Duet"">",2017,#171,7.3,7.532456140350877,0.4135774148303937,"Card Game, Deduction, Spies/Secret Agents, Word Game"
104162,Descent: Journeys in the Dark (Second Edition),"<a href=""https://boardgamegeek.com/boardgame/104162"">Descent: Journeys in the Dark (Second Edition)</a><br><img src=""https://cf.geekdo-images.com/ZN2rpiJ19lg5DZk_iYMMkQ__thumb/img/C6XETjkjDq3zebWc7-Rf_WKh2ak=/fit-in/200x150/filters:strip_icc()/pic1180640.jpg"" alt=""Descent: Journeys in the Dark (Second Edition)"">",2012,#128,7.4,7.466240601503761,0.24099644540323248,"Adventure, Exploration, Fantasy, Fighting, Miniatures"
91872,Dungeons & Dragons: The Legend of Drizzt Board Game,"<a href=""https://boardgamegeek.com/boardgame/91872"">Dungeons &amp; Dragons: The Legend of Drizzt Board Game</a><br><img src=""https://cf.geekdo-images.com/pcdCF6fDsqrQlzWtOM-Xkw__thumb/img/71kj061sVLOZb-OAC1eDrKcjpjA=/fit-in/200x150/filters:strip_icc()/pic994268.jpg"" alt=""Dungeons &amp; Dragons: The Legend of Drizzt Board Game"">",2011,#674,6.8,6.903508771929824,-0.13489084743232704,"Adventure, Exploration, Fantasy, Fighting, Miniatures, Novel-based"
172225,Exploding Kittens,"<a href=""https://boardgamegeek.com/boardgame/172225"">Exploding Kittens</a><br><img src=""https://cf.geekdo-images.com/N8bL53-pRU7zaXDTrEaYrw__thumb/img/3tH4pIc1Udzkd0tXc6MgVQ59BC0=/fit-in/200x150/filters:strip_icc()/pic2691976.png"" alt=""Exploding Kittens"">",2015,#3375,5.9,5.606565217391304,-0.9691456452775405,"Animals, Card Game, Comic Book / Strip, Humor"
272453,KeyForge: Age of Ascension,"<a href=""https://boardgamegeek.com/boardgame/272453"">KeyForge: Age of Ascension</a><br><img src=""https://cf.geekdo-images.com/h-WF0zgSWsuZ6vAvZxUG_A__thumb/img/QUc7L9aZuO2ZqiH86MTlVMIs2y8=/fit-in/200x150/filters:strip_icc()/pic4574772.jpg"" alt=""KeyForge: Age of Ascension"">",2019,#1135,6.5,8.274909090909091,0.6353399565766418,"Card Game, Fantasy, Fighting"
201920,Pocket Madness,"<a href=""https://boardgamegeek.com/boardgame/201920"">Pocket Madness</a><br><img src=""https://cf.geekdo-images.com/6v8uO3HPOV1xMT9HlrUn6A__thumb/img/9ntOmLX333OuntfZ1uXoyyi8Co8=/fit-in/200x150/filters:strip_icc()/pic3171191.png"" alt=""Pocket Madness"">",2016,#5735,5.7,5.0,-1.129019722601784,"Card Game, Horror"
189052,Sea of Clouds,"<a href=""https://boardgamegeek.com/boardgame/189052"">Sea of Clouds</a><br><img src=""https://cf.geekdo-images.com/NE1p4Sdl65tfpbYYGsayOw__thumb/img/ZPiMEkDP9YdUtvXBKexGJUqpsoA=/fit-in/200x150/filters:strip_icc()/pic3585484.jpg"" alt=""Sea of Clouds"">",2016,#1960,6.1,6.983333333333333,-0.027513955880743277,"Card Game, Pirates"
423,1856: Railroading in Upper Canada from 1856,"<a href=""https://boardgamegeek.com/boardgame/423"">1856: Railroading in Upper Canada from 1856</a><br><img src=""https://cf.geekdo-images.com/zqZhLWMGNSHmWtRTWHEKYQ__thumb/img/KBxyJcHzMCCUQ5JaVQaFjeE35A8=/fit-in/200x150/filters:strip_icc()/pic159311.jpg"" alt=""1856: Railroading in Upper Canada from 1856"">",1995,#1270,6.4,6.989473684210527,0.197043727841677,"Economic, Trains"
424,1870: Railroading across the Trans Mississippi from 1870,"<a href=""https://boardgamegeek.com/boardgame/424"">1870: Railroading across the Trans Mississippi from 1870</a><br><img src=""https://cf.geekdo-images.com/vsbzlxw-DEe4wEBcT3z_ng__thumb/img/zYmSM5jxBNemVkyWvvkKFMAOIro=/fit-in/200x150/filters:strip_icc()/pic159312.jpg"" alt=""1870: Railroading across the Trans Mississippi from 1870"">",1992,#1748,6.2,6.633333333333334,0.10012600117787357,"Economic, Trains"
27708,1960: The Making of the President,"<a href=""https://boardgamegeek.com/boardgame/27708"">1960: The Making of the President</a><br><img src=""https://cf.geekdo-images.com/p-k_CqUvJzTcMMz4ms7f_Q__thumb/img/LZFIiC173jPXvtxUGeNh9eGedpc=/fit-in/200x150/filters:strip_icc()/pic3499166.jpg"" alt=""1960: The Making of the President"">",2007,#217,7.3,7.108196721311476,0.24470293157718867,Political
68448,7 Wonders,"<a href=""https://boardgamegeek.com/boardgame/68448"">7 Wonders</a><br><img src=""https://cf.geekdo-images.com/RvFVTEpnbb4NM7k0IF8V7A__thumb/img/ZlG_SRFChObHenw79fAve56_mnk=/fit-in/200x150/filters:strip_icc()/pic860217.jpg"" alt=""7 Wonders"">",2010,#73,7.6,7.7127075892857135,0.47356559873179466,"Ancient, Card Game, City Building, Civilization, Economic"
4098,Age of Steam,"<a href=""https://boardgamegeek.com/boardgame/4098"">Age of Steam</a><br><img src=""https://cf.geekdo-images.com/gBPzZsgm9nrUYVfdK216NA__thumb/img/aceZ647BbV53Yv7rod9AwpTTst0=/fit-in/200x150/filters:strip_icc()/pic4557340.png"" alt=""Age of Steam"">",2002,#125,7.4,7.092323943661972,0.38347713618075,"Economic, Trains, Transportation"
31260,Agricola,"<a href=""https://boardgamegeek.com/boardgame/31260"">Agricola</a><br><img src=""https://cf.geekdo-images.com/dDDo2Hexl80ucK1IlqTk-g__thumb/img/GHGdnCfeysoP_34gLnofJcNivW8=/fit-in/200x150/filters:strip_icc()/pic831744.jpg"" alt=""Agricola"">",2007,#34,7.8,7.766224719101123,0.5260042641455746,"Animals, Economic, Farming"
6249,Alhambra,"<a href=""https://boardgamegeek.com/boardgame/6249"">Alhambra</a><br><img src=""https://cf.geekdo-images.com/OiqKsYDh7pqeRYKG__kMSw__thumb/img/Pj2FP8bV-BHofcDS0eGLh8gzTmI=/fit-in/200x150/filters:strip_icc()/pic4893652.jpg"" alt=""Alhambra"">",2003,#492,6.9,6.6570207253886,-0.1251362672919023,"Arabian, City Building, Medieval"
45358,Alhambra: Big Box,"<a href=""https://boardgamegeek.com/boardgame/45358"">Alhambra: Big Box</a><br><img src=""https://cf.geekdo-images.com/qZcmQvAUH6JJTpwGlqPwAA__thumb/img/UwYOZMmJTlRs4xwUuQ8j4aHnPUI=/fit-in/200x150/filters:strip_icc()/pic535726.jpg"" alt=""Alhambra: Big Box"">",2009,Not Ranked,6.9,7.625,0.36856680139215003,City Building
124742,Android: Netrunner,"<a href=""https://boardgamegeek.com/boardgame/124742"">Android: Netrunner</a><br><img src=""https://cf.geekdo-images.com/2ewHIIG_TRq8bYlqk0jIMw__thumb/img/IJaOyyQ7Y59tW6nbKbjTMTFt-Ls=/fit-in/200x150/filters:strip_icc()/pic3738560.jpg"" alt=""Android: Netrunner"">",2012,#63,7.7,7.856344827586208,0.5094625424667443,"Bluffing, Card Game, Collectible Components, Science Fiction"
34194,Aquaretto,"<a href=""https://boardgamegeek.com/boardgame/34194"">Aquaretto</a><br><img src=""https://cf.geekdo-images.com/Uy_XB4UjqR3iwouKDMqxNg__thumb/img/l3NUwoiRmmj94eu5rDq9msPpGCg=/fit-in/200x150/filters:strip_icc()/pic1603517.jpg"" alt=""Aquaretto"">",2008,#1325,6.4,6.867741935483871,0.044373834584547606,Animals
34,Arkham Horror,"<a href=""https://boardgamegeek.com/boardgame/34"">Arkham Horror</a><br><img src=""https://cf.geekdo-images.com/AhS53CO05pBagyr9EfRazg__thumb/img/vkAI2JcO2v2Y_pO1Fi5shUGzCxc=/fit-in/200x150/filters:strip_icc()/pic5747491.jpg"" alt=""Arkham Horror"">",1987,#4465,5.7,7.268373702422145,0.14944169431607945,"Adventure, Horror, Novel-based"
30933,BANG! The Bullet!,"<a href=""https://boardgamegeek.com/boardgame/30933"">BANG! The Bullet!</a><br><img src=""https://cf.geekdo-images.com/omqNXDxHuFcizPoSm79ADA__thumb/img/mYgLup5AKzWaZCoMULuxXX3iBLk=/fit-in/200x150/filters:strip_icc()/pic3835714.jpg"" alt=""BANG! The Bullet!"">",2007,Not Ranked,6.6,6.217777777777778,-0.30678957121191863,"American West, Bluffing, Card Game, Deduction, Fighting, Humor"
18985,Battleground,"<a href=""https://boardgamegeek.com/boardgame/18985"">Battleground</a><br><img src=""https://cf.geekdo-images.com/XAf1ARTvfQjginQAq-JBOw__thumb/img/oo6UvZinPhVqYH5HA2ptF6dA5ck=/fit-in/200x150/filters:strip_icc()/pic4358646.png"" alt=""Battleground"">",2005,#2656,6.0,6.3625,-0.3472762486418935,"Ancient, Card Game, Fantasy, Fighting, Wargame"
11,Bohnanza,"<a href=""https://boardgamegeek.com/boardgame/11"">Bohnanza</a><br><img src=""https://cf.geekdo-images.com/8SADtu_4zBH_UJrCo935Iw__thumb/img/vwTEQOWA3Mw__ztkTMulOgJ82Pw=/fit-in/200x150/filters:strip_icc()/pic6348964.jpg"" alt=""Bohnanza"">",1997,#467,6.9,6.903824489795918,-0.025483873709321606,"Card Game, Farming, Negotiation"
28720,Brass: Lancashire,"<a href=""https://boardgamegeek.com/boardgame/28720"">Brass: Lancashire</a><br><img src=""https://cf.geekdo-images.com/0BsjJY9MTlx9DRrlkeE69w__thumb/img/9SUEXpaf_ZdaeR0oS7BS55G5lCw=/fit-in/200x150/filters:strip_icc()/pic5482020.jpg"" alt=""Brass: Lancashire"">",2007,#19,8.0,7.708887755102039,0.6230243027990077,"Economic, Industry / Manufacturing, Post-Napoleonic, Transportation"
240,Britannia,"<a href=""https://boardgamegeek.com/boardgame/240"">Britannia</a><br><img src=""https://cf.geekdo-images.com/-M-1zs8oMttiUS2xd8qK4A__thumb/img/qjfnfPFYpTCgmvV9Yon2BDdy88Q=/fit-in/200x150/filters:strip_icc()/pic106711.jpg"" alt=""Britannia"">",1986,#790,6.7,7.016129032258065,0.27319207335170675,"Ancient, Civilization, Medieval, Wargame"
102794,Caverna: The Cave Farmers,"<a href=""https://boardgamegeek.com/boardgame/102794"">Caverna: The Cave Farmers</a><br><img src=""https://cf.geekdo-images.com/rz22tqa5PCYvK9oDjIbvxg__thumb/img/3Ae-ieYpDv6w0vuNsGjOmXdcCrU=/fit-in/200x150/filters:strip_icc()/pic1790789.jpg"" alt=""Caverna: The Cave Farmers"">",2013,#31,7.8,7.779292857142858,0.5846438183503452,"Animals, Economic, Fantasy, Farming"
18602,Caylus,"<a href=""https://boardgamegeek.com/boardgame/18602"">Caylus</a><br><img src=""https://cf.geekdo-images.com/yC7nOSc1x5PT-oNnh6TEcQ__thumb/img/ec9AK_e7FTbxy9tA8er2wW4UnqA=/fit-in/200x150/filters:strip_icc()/pic1638795.jpg"" alt=""Caylus"">",2005,#82,7.6,7.329077777777776,0.35753263133848356,"City Building, Economic, Medieval"
43111,Chaos in the Old World,"<a href=""https://boardgamegeek.com/boardgame/43111"">Chaos in the Old World</a><br><img src=""https://cf.geekdo-images.com/yTe9522sHL-3nhfAMH2cTg__thumb/img/hzQEjxV31FkgVXiHwDD8n0wF2I0=/fit-in/200x150/filters:strip_icc()/pic1318481.jpg"" alt=""Chaos in the Old World"">",2009,#137,7.4,7.491176470588234,0.4609309470282759,"Fantasy, Fighting, Horror, Mythology, Wargame"
478,Citadels,"<a href=""https://boardgamegeek.com/boardgame/478"">Citadels</a><br><img src=""https://cf.geekdo-images.com/42iW4E-vOumFXRQAiSf-GA__thumb/img/lxwVwqIO1RkDyyykSDFnpmwbgyI=/fit-in/200x150/filters:strip_icc()/pic3239104.jpg"" alt=""Citadels"">",2000,#423,7.0,6.923577557755774,-0.05848735924774838,"Bluffing, Card Game, City Building, Deduction, Fantasy, Medieval"
178900,Codenames,"<a href=""https://boardgamegeek.com/boardgame/178900"">Codenames</a><br><img src=""https://cf.geekdo-images.com/F_KDEu0GjdClml8N7c8Imw__thumb/img/yl8iXxSNwguMeg3KkmfFO9SMVVc=/fit-in/200x150/filters:strip_icc()/pic2582929.jpg"" alt=""Codenames"">",2015,#98,7.5,7.789866873065014,0.5289061789389786,"Card Game, Deduction, Party Game, Spies/Secret Agents, Word Game"
124361,Concordia,"<a href=""https://boardgamegeek.com/boardgame/124361"">Concordia</a><br><img src=""https://cf.geekdo-images.com/CzwSm8i7tkLz6cBnrILZBg__thumb/img/ESPSltYYSFK-aJw6jOTdQrJGpOc=/fit-in/200x150/filters:strip_icc()/pic3453267.jpg"" alt=""Concordia"">",2013,#18,8.0,7.994178321678322,0.7926253467663842,"Ancient, Economic, Nautical"
15,Cosmic Encounter,"<a href=""https://boardgamegeek.com/boardgame/15"">Cosmic Encounter</a><br><img src=""https://cf.geekdo-images.com/-h1dJq8he4yvRG7rRzF-nQ__thumb/img/eAwlQGfEMd4JICzJcqc5A9o4x8w=/fit-in/200x150/filters:strip_icc()/pic428608.jpg"" alt=""Cosmic Encounter"">",1977,#1181,6.4,7.275782258064516,0.22572833063728343,"Bluffing, Negotiation, Science Fiction"
1,Die Macher,"<a href=""https://boardgamegeek.com/boardgame/1"">Die Macher</a><br><img src=""https://cf.geekdo-images.com/rpwCZAjYLD940NWwP3SRoA__thumb/img/YT6svCVsWqLrDitcMEtyazVktbQ=/fit-in/200x150/filters:strip_icc()/pic4718279.jpg"" alt=""Die Macher"">",1986,#309,7.1,7.003448275862069,0.32837158186855125,"Economic, Negotiation, Political"
36218,Dominion,"<a href=""https://boardgamegeek.com/boardgame/36218"">Dominion</a><br><img src=""https://cf.geekdo-images.com/j6iQpZ4XkemZP07HNCODBA__thumb/img/B2u2ghwlmI_qsUtCwuvcbnBcIqU=/fit-in/200x150/filters:strip_icc()/pic394356.jpg"" alt=""Dominion"">",2008,#102,7.5,7.507808314087759,0.34814151738833987,"Card Game, Medieval"
93,El Grande,"<a href=""https://boardgamegeek.com/boardgame/93"">El Grande</a><br><img src=""https://cf.geekdo-images.com/GO282hlXR3RiknU5W4GZjg__thumb/img/3mn0EVxxfT94rit8VHiyEYztGeg=/fit-in/200x150/filters:strip_icc()/pic5373572.png"" alt=""El Grande"">",1995,#83,7.6,7.587345679012345,0.5579043782379324,"Medieval, Renaissance"
175914,Food Chain Magnate,"<a href=""https://boardgamegeek.com/boardgame/175914"">Food Chain Magnate</a><br><img src=""https://cf.geekdo-images.com/Wtxml94LAXsIWQCxGPS63Q__thumb/img/LKU2KoMev222qUIKyNqaCF_ZLPY=/fit-in/200x150/filters:strip_icc()/pic2649434.png"" alt=""Food Chain Magnate"">",2015,#32,7.8,7.851058823529411,0.6746753716379382,"Economic, Industry / Manufacturing"
1345,Genoa,"<a href=""https://boardgamegeek.com/boardgame/1345"">Genoa</a><br><img src=""https://cf.geekdo-images.com/qvdaFRXlvJ2e0Qzppl-QTg__thumb/img/6rmlx_FNiI_sxM82CNCpADlP2EQ=/fit-in/200x150/filters:strip_icc()/pic450409.jpg"" alt=""Genoa"">",2001,#763,6.7,6.569787234042552,-0.026873815420952345,"Negotiation, Renaissance"
174430,Gloomhaven,"<a href=""https://boardgamegeek.com/boardgame/174430"">Gloomhaven</a><br><img src=""https://cf.geekdo-images.com/sZYp_3BTDGjh2unaZfZmuA__thumb/img/veqFeP4d_3zNhFc3GNBkV95rBEQ=/fit-in/200x150/filters:strip_icc()/pic2437871.jpg"" alt=""Gloomhaven"">",2017,#1,8.5,8.48328431372549,1.0880927735613148,"Adventure, Exploration, Fantasy, Fighting, Miniatures"
188,Go,"<a href=""https://boardgamegeek.com/boardgame/188"">Go</a><br><img src=""https://cf.geekdo-images.com/6qAiZwWxSSKP2kFcA80cZg__thumb/img/COT5I3D_0dKWrSRHChb-SnQl3Zc=/fit-in/200x150/filters:strip_icc()/pic1728832.jpg"" alt=""Go"">",-2200,#178,7.3,7.012809917355373,0.251696355830442,Abstract Strategy
220,High Society,"<a href=""https://boardgamegeek.com/boardgame/220"">High Society</a><br><img src=""https://cf.geekdo-images.com/_3wm5Ikl8NtF6oTQ5KT-1g__thumb/img/m5NSJT2r-BoSXYt9d1wQGT4dbUA=/fit-in/200x150/filters:strip_icc()/pic3894197.jpg"" alt=""High Society"">",1995,#551,6.8,6.730931034482759,-0.14295958397753517,Card Game
24181,Imperial,"<a href=""https://boardgamegeek.com/boardgame/24181"">Imperial</a><br><img src=""https://cf.geekdo-images.com/khAHJpItPCZTbLKY9vUUCg__thumb/img/sDweGseAa80F7Cv_804-eE7KPco=/fit-in/200x150/filters:strip_icc()/pic840712.jpg"" alt=""Imperial"">",2006,#227,7.2,7.451428571428572,0.4885802270781103,"Economic, Nautical, Political"
19777,Indonesia,"<a href=""https://boardgamegeek.com/boardgame/19777"">Indonesia</a><br><img src=""https://cf.geekdo-images.com/dMKwaRT7SYvukMuz6A8cxQ__thumb/img/RCh0FVF5BT9-ATms0Wc_6hs2z5I=/fit-in/200x150/filters:strip_icc()/pic93485.jpg"" alt=""Indonesia"">",2005,#253,7.2,8.028333333333332,0.9372221973478752,"Economic, Industry / Manufacturing, Transportation"
35677,Le Havre,"<a href=""https://boardgamegeek.com/boardgame/35677"">Le Havre</a><br><img src=""https://cf.geekdo-images.com/y7Rqd3S6J7vyVhicR1bqTQ__thumb/img/w1iHoYZCVTDZI6gsPuxOScA7FqU=/fit-in/200x150/filters:strip_icc()/pic6091101.jpg"" alt=""Le Havre"">",2008,#53,7.7,7.600221556886226,0.5450177391752061,"City Building, Economic, Industry / Manufacturing, Nautical"
110327,Lords of Waterdeep,"<a href=""https://boardgamegeek.com/boardgame/110327"">Lords of Waterdeep</a><br><img src=""https://cf.geekdo-images.com/-hk8f8iGk_DyWyMrfiPBkg__thumb/img/dBqYOO8uLXAumxUGuYtuiRGQ1Y8=/fit-in/200x150/filters:strip_icc()/pic1116080.jpg"" alt=""Lords of Waterdeep"">",2012,#77,7.6,7.570309027777778,0.41097908966476404,"City Building, Fantasy"
96848,Mage Knight Board Game,"<a href=""https://boardgamegeek.com/boardgame/96848"">Mage Knight Board Game</a><br><img src=""https://cf.geekdo-images.com/DUO2hz9AlLOH8p9ED-lCWg__thumb/img/0bWDfnjzYebauQZrHmjyHkuUttI=/fit-in/200x150/filters:strip_icc()/pic1083380.jpg"" alt=""Mage Knight Board Game"">",2011,#27,7.9,7.885864197530864,0.591268707134552,"Adventure, Exploration, Fantasy, Fighting"
101721,Mage Wars Arena,"<a href=""https://boardgamegeek.com/boardgame/101721"">Mage Wars Arena</a><br><img src=""https://cf.geekdo-images.com/WxajTXKxDza3UvwNMs-PUA__thumb/img/ZHMk4Aqu_VTgP9IFwY5QriZL6W8=/fit-in/200x150/filters:strip_icc()/pic2386027.jpg"" alt=""Mage Wars Arena"">",2012,#268,7.2,7.292553191489362,0.395644720229532,"Card Game, Fantasy, Fighting"
118,Modern Art,"<a href=""https://boardgamegeek.com/boardgame/118"">Modern Art</a><br><img src=""https://cf.geekdo-images.com/wLto-xaabHwKQe_Bc4iD1Q__thumb/img/AUqMholGVlwXLjMcxwiziE_7Ffw=/fit-in/200x150/filters:strip_icc()/pic3458036.png"" alt=""Modern Art"">",1992,#219,7.2,7.02889908256881,0.18683190618174203,"Card Game, Economic"
12942,No Thanks!,"<a href=""https://boardgamegeek.com/boardgame/12942"">No Thanks!</a><br><img src=""https://cf.geekdo-images.com/2DyxMVASynw87LRULZuyqA__thumb/img/yIUSMoN8O5FeDZjXa4vreKj5Ogw=/fit-in/200x150/filters:strip_icc()/pic4657706.jpg"" alt=""No Thanks!"">",2004,#469,6.9,6.97343448275862,-0.0010976960722758886,Card Game
70149,Ora et Labora,"<a href=""https://boardgamegeek.com/boardgame/70149"">Ora et Labora</a><br><img src=""https://cf.geekdo-images.com/MLvyN4VJ3QNXBKxli8XLiA__thumb/img/mvTvon7ry-QKtYenVgg0LYUtdRc=/fit-in/200x150/filters:strip_icc()/pic5089618.jpg"" alt=""Ora et Labora"">",2011,#150,7.4,7.773076923076923,0.6164861731084968,"City Building, Economic, Industry / Manufacturing, Medieval, Religious, Territory Building"
30549,Pandemic,"<a href=""https://boardgamegeek.com/boardgame/30549"">Pandemic</a><br><img src=""https://cf.geekdo-images.com/S3ybV1LAp-8SnHIXLLjVqA__thumb/img/oqViRj6nVxK3m36NluTxU1PZkrk=/fit-in/200x150/filters:strip_icc()/pic1534148.jpg"" alt=""Pandemic"">",2008,#105,7.5,7.36674348697395,0.22902106147287596,Medical
161936,Pandemic Legacy: Season 1,"<a href=""https://boardgamegeek.com/boardgame/161936"">Pandemic Legacy: Season 1</a><br><img src=""https://cf.geekdo-images.com/-Qer2BBPG7qGGDu6KcVDIw__thumb/img/NQQcjS31TO0DE246N9rpt0hd9eo=/fit-in/200x150/filters:strip_icc()/pic2452831.png"" alt=""Pandemic Legacy: Season 1"">",2015,#2,8.4,8.288289099526066,0.9842984277450745,"Environmental, Medical"
2651,Power Grid,"<a href=""https://boardgamegeek.com/boardgame/2651"">Power Grid</a><br><img src=""https://cf.geekdo-images.com/yd6LuatytHRhcFCxCf-EEg__thumb/img/jWTonZ5oYNlPzpELKHIJGWSS0Y8=/fit-in/200x150/filters:strip_icc()/pic4459753.jpg"" alt=""Power Grid"">",2004,#48,7.7,7.851755627009647,0.6153865577430172,"Economic, Industry / Manufacturing"
44163,Power Grid: Factory Manager,"<a href=""https://boardgamegeek.com/boardgame/44163"">Power Grid: Factory Manager</a><br><img src=""https://cf.geekdo-images.com/NcoUbr7MEB_rOzAE9J9BOg__thumb/img/w8IHFdgUbDsWclk_TEjMBMwCpJc=/fit-in/200x150/filters:strip_icc()/pic577313.jpg"" alt=""Power Grid: Factory Manager"">",2009,#984,6.5,6.626415094339622,0.018295013485942743,"Economic, Industry / Manufacturing"
8095,Prophecy,"<a href=""https://boardgamegeek.com/boardgame/8095"">Prophecy</a><br><img src=""https://cf.geekdo-images.com/kdxA5PUDzdCk5NH2T_SuwQ__thumb/img/b0cUN2oY30xhUXGZQ1-oO2AI74c=/fit-in/200x150/filters:strip_icc()/pic1919190.jpg"" alt=""Prophecy"">",2002,#2143,6.1,6.766666666666667,-0.02747677797138269,"Adventure, Fantasy, Fighting"
3076,Puerto Rico (3076),"<a href=""https://boardgamegeek.com/boardgame/3076"">Puerto Rico (3076)</a><br><img src=""https://cf.geekdo-images.com/QFiIRd2kimaMqTyWsX0aUg__thumb/img/5fLo89ChZH6Wzukk36bhZ-EpBS0=/fit-in/200x150/filters:strip_icc()/pic158548.jpg"" alt=""Puerto Rico (3076)"">",2002,#30,7.8,7.660279239766083,0.48684842647229565,"City Building, Economic, Farming"
28143,Race for the Galaxy,"<a href=""https://boardgamegeek.com/boardgame/28143"">Race for the Galaxy</a><br><img src=""https://cf.geekdo-images.com/-DOqixs8uwKUvvWPKI4f9w__thumb/img/xLs-ldTPwaADbvzkOpF0sgWzwck=/fit-in/200x150/filters:strip_icc()/pic5261714.jpg"" alt=""Race for the Galaxy"">",2007,#68,7.7,7.8848230088495574,0.6303600911035412,"Card Game, Civilization, Economic, Science Fiction, Space Exploration"
144733,Russian Railroads,"<a href=""https://boardgamegeek.com/boardgame/144733"">Russian Railroads</a><br><img src=""https://cf.geekdo-images.com/B0oEVgeqs4_rT8oyb1_Juw__thumb/img/oZkHYUMtcGVwg_gz6OjtuiD3vmU=/fit-in/200x150/filters:strip_icc()/pic1772936.jpg"" alt=""Russian Railroads"">",2013,#94,7.5,7.3356321839080465,0.3621122163334945,"Industry / Manufacturing, Trains"
9217,Saint Petersburg,"<a href=""https://boardgamegeek.com/boardgame/9217"">Saint Petersburg</a><br><img src=""https://cf.geekdo-images.com/Yoidfpvt2eACASYUpbmsyg__thumb/img/oN0BjMknoiCwD-o5qeSCOxVPKF0=/fit-in/200x150/filters:strip_icc()/pic246360.jpg"" alt=""Saint Petersburg"">",2004,#322,7.1,7.052105263157894,0.273062506652422,"Age of Reason, Card Game, City Building, Economic"
169786,Scythe,"<a href=""https://boardgamegeek.com/boardgame/169786"">Scythe</a><br><img src=""https://cf.geekdo-images.com/7k_nOxpO9OGIjhLq2BUZdA__thumb/img/eQ69OEDdjYjfKg6q5Navee87skU=/fit-in/200x150/filters:strip_icc()/pic3163924.jpg"" alt=""Scythe"">",2016,#14,8.1,7.959428571428572,0.6027359949021323,"Economic, Fighting, Miniatures, Science Fiction, Territory Building"
102652,Sentinels of the Multiverse,"<a href=""https://boardgamegeek.com/boardgame/102652"">Sentinels of the Multiverse</a><br><img src=""https://cf.geekdo-images.com/KQJVwFggx85c6tkq99MW9Q__thumb/img/rts0fENMEytS8E6wJjiZ1bpoThk=/fit-in/200x150/filters:strip_icc()/pic1296144.jpg"" alt=""Sentinels of the Multiverse"">",2011,#439,7.0,7.063951048951049,0.03305064397323297,"Card Game, Comic Book / Strip, Fighting"
2043,Shogun,"<a href=""https://boardgamegeek.com/boardgame/2043"">Shogun</a><br><img src=""https://cf.geekdo-images.com/gr_dFxpg5vFSbhPe9ITjnA__thumb/img/4-XEbYg8KW13vCsnlD34KC1nWZo=/fit-in/200x150/filters:strip_icc()/pic439039.jpg"" alt=""Shogun"">",1976,#14079,5.5,7.276960784313723,0.2808035808528507,Abstract Strategy
148228,Splendor,"<a href=""https://boardgamegeek.com/boardgame/148228"">Splendor</a><br><img src=""https://cf.geekdo-images.com/rwOMxx4q5yuElIvo-1-OFw__thumb/img/D4hkkHfOgu22PwgJomjplWAveuo=/fit-in/200x150/filters:strip_icc()/pic1904079.jpg"" alt=""Splendor"">",2014,#177,7.3,7.301510204081634,0.17706018052244163,"Card Game, Economic, Renaissance"
147020,Star Realms,"<a href=""https://boardgamegeek.com/boardgame/147020"">Star Realms</a><br><img src=""https://cf.geekdo-images.com/EsJqPL5CB_TMt0MYL-lnVg__thumb/img/s_CE1b1XXUnYj9auTPhLrvkNsYA=/fit-in/200x150/filters:strip_icc()/pic1903816.jpg"" alt=""Star Realms"">",2014,#124,7.4,7.583346666666667,0.379496680204578,"Card Game, Fighting, Science Fiction"
120677,Terra Mystica,"<a href=""https://boardgamegeek.com/boardgame/120677"">Terra Mystica</a><br><img src=""https://cf.geekdo-images.com/bre12I1YiXkZr7elvriz4A__thumb/img/GW-ip0dfeAee7KQqJ04SRZxF1lg=/fit-in/200x150/filters:strip_icc()/pic5375624.jpg"" alt=""Terra Mystica"">",2012,#17,8.0,7.899675742574258,0.664663232714477,"Civilization, Economic, Fantasy, Territory Building"
167791,Terraforming Mars,"<a href=""https://boardgamegeek.com/boardgame/167791"">Terraforming Mars</a><br><img src=""https://cf.geekdo-images.com/wg9oOLcsKvDesSUdZQ4rxw__thumb/img/BTxqxgYay5tHJfVoJ2NF5g43_gA=/fit-in/200x150/filters:strip_icc()/pic3536616.jpg"" alt=""Terraforming Mars"">",2016,#4,8.3,8.273720930232559,0.8683592519097333,"Economic, Environmental, Industry / Manufacturing, Science Fiction, Space Exploration, Territory Building"
24480,The Pillars of the Earth,"<a href=""https://boardgamegeek.com/boardgame/24480"">The Pillars of the Earth</a><br><img src=""https://cf.geekdo-images.com/J897fuu-nl83_o90uOakVQ__thumb/img/s18kO6_0qCpGwK6IQZ9UhyJFjL8=/fit-in/200x150/filters:strip_icc()/pic3691155.jpg"" alt=""The Pillars of the Earth"">",2006,#314,7.1,7.023564356435643,0.13470729435898504,"Economic, Medieval, Novel-based, Religious"
