Id,Name,Title,Release,BGG Ranking,BGG Rating,Average Rating,Average Rating Z,Tags
196202,Rum & Bones: Second Tide,"<a href=""https://boardgamegeek.com/boardgame/196202"">Rum &amp; Bones: Second Tide</a><br><img src=""https://cf.geekdo-images.com/IiZsfcuK9NrVwRBqvLyO0A__thumb/img/VcQxDm1Pv1R-gh2-jPImeIHbdWo=/fit-in/200x150/filters:strip_icc()/pic2945727.jpg"" alt=""Rum &amp; Bones: Second Tide"">",2017,#1185,6.4,7.75,0.29727411652012786,"Dice, Fantasy, Humor, Miniatures, Nautical, Pirates, Zombies"
165838,Space Hulk (Fourth Edition),"<a href=""https://boardgamegeek.com/boardgame/165838"">Space Hulk (Fourth Edition)</a><br><img src=""https://cf.geekdo-images.com/dNqFlbobhFwXQZhtp6LTng__thumb/img/4JHUQDdygu61zowajEmwoPvUHtw=/fit-in/200x150/filters:strip_icc()/pic2245229.jpg"" alt=""Space Hulk (Fourth Edition)"">",2014,#854,6.6,8.041666666666666,0.654113500758667,"Fighting, Miniatures, Science Fiction"
137988,Zombicide Season 2: Prison Outbreak,"<a href=""https://boardgamegeek.com/boardgame/137988"">Zombicide Season 2: Prison Outbreak</a><br><img src=""https://cf.geekdo-images.com/bV7_KecPk-fONtD80L-rLA__thumb/img/VDCEEZ8vZiWD4aOE39EYz1EnIes=/fit-in/200x150/filters:strip_icc()/pic1805937.jpg"" alt=""Zombicide Season 2: Prison Outbreak"">",2013,#632,6.8,6.960869565217391,0.08750379445303248,"Horror, Miniatures, Zombies"
176189,Zombicide: Black Plague,"<a href=""https://boardgamegeek.com/boardgame/176189"">Zombicide: Black Plague</a><br><img src=""https://cf.geekdo-images.com/kVHuMBxmathfnq42XINBQg__thumb/img/u5Fuj4SwZhXElCO3VmrNKkAeXX4=/fit-in/200x150/filters:strip_icc()/pic2482309.jpg"" alt=""Zombicide: Black Plague"">",2015,#189,7.3,7.016326530612245,-0.009331923152647812,"Adventure, Fantasy, Fighting, Horror, Medieval, Miniatures, Zombies"
28,Illuminati (28),"<a href=""https://boardgamegeek.com/boardgame/28"">Illuminati (28)</a><br><img src=""https://cf.geekdo-images.com/ea8y04WKGgdQkFy1Pbw9tA__thumb/img/eph2ZknTAhhs-A8ij76DJbhzjrs=/fit-in/200x150/filters:strip_icc()/pic1320091.jpg"" alt=""Illuminati (28)"">",1987,#1901,6.2,6.166666666666667,-0.5730450090827228,"Card Game, Humor, Negotiation, Political, Science Fiction"
98778,Hanabi,"<a href=""https://boardgamegeek.com/boardgame/98778"">Hanabi</a><br><img src=""https://cf.geekdo-images.com/JDVksMwfcqoem1k_xtZrOA__thumb/img/amCeCcEKhYGbVtDvpvIMnu3qTg0=/fit-in/200x150/filters:strip_icc()/pic2007286.jpg"" alt=""Hanabi"">",2010,#416,7.0,7.033222222222223,0.00692881960653402,"Card Game, Deduction, Memory"
205059,Mansions of Madness: Second Edition,"<a href=""https://boardgamegeek.com/boardgame/205059"">Mansions of Madness: Second Edition</a><br><img src=""https://cf.geekdo-images.com/LIooA9bTdjnE9qmhjL-UFw__thumb/img/kwaa7aI2sMeyWV5JSRKcKrS5hC8=/fit-in/200x150/filters:strip_icc()/pic3118622.jpg"" alt=""Mansions of Madness: Second Edition"">",2016,#35,7.8,8.058623853211008,0.6791736977954177,"Adventure, Exploration, Fantasy, Fighting, Horror, Miniatures, Murder/Mystery, Puzzle"
59294,Runewars,"<a href=""https://boardgamegeek.com/boardgame/59294"">Runewars</a><br><img src=""https://cf.geekdo-images.com/5cjKhFwhZwBcr8e3YA-9Nw__thumb/img/eWW5i0l6W15lPaGmJ-wru1UaReM=/fit-in/200x150/filters:strip_icc()/pic1534815.jpg"" alt=""Runewars"">",2010,#250,7.2,7.482692307692309,0.45328210867347024,"Adventure, Fantasy, Fighting, Wargame"
106662,Power Grid: The First Sparks,"<a href=""https://boardgamegeek.com/boardgame/106662"">Power Grid: The First Sparks</a><br><img src=""https://cf.geekdo-images.com/6zRKOQ-EvMrAQceQbbsGag__thumb/img/pefOoKdCTBXNq3KKKo88cM9W3Wk=/fit-in/200x150/filters:strip_icc()/pic1102960.jpg"" alt=""Power Grid: The First Sparks"">",2011,#1295,6.4,7.034848484848485,0.2217268022110662,"Animals, Economic, Prehistoric"
9220,Saboteur,"<a href=""https://boardgamegeek.com/boardgame/9220"">Saboteur</a><br><img src=""https://cf.geekdo-images.com/0vJwP6NGa7GHPZKC3gplUw__thumb/img/B3j-is62fP09eHP34uFG_gsxNQs=/fit-in/200x150/filters:strip_icc()/pic3989824.jpg"" alt=""Saboteur"">",2004,#1141,6.5,6.50057894736842,-0.3291575907953566,"Bluffing, Card Game, Exploration, Fantasy, Party Game"
129351,The Cave,"<a href=""https://boardgamegeek.com/boardgame/129351"">The Cave</a><br><img src=""https://cf.geekdo-images.com/_grO0Vcpjtwu-R-4Ap4gBA__thumb/img/l50RhfaCXmVsNilmyR98OuAmiP4=/fit-in/200x150/filters:strip_icc()/pic1399091.jpg"" alt=""The Cave"">",2012,#2468,6.0,7.5375000000000005,0.08715968477901785,"Environmental, Exploration, Maze, Travel"
177590,13 Days: The Cuban Missile Crisis,"<a href=""https://boardgamegeek.com/boardgame/177590"">13 Days: The Cuban Missile Crisis</a><br><img src=""https://cf.geekdo-images.com/A37oW1nGIGZHtV-I7itwSw__thumb/img/3IyGnnOQq9To85StZy-okYBPOIU=/fit-in/200x150/filters:strip_icc()/pic2935653.jpg"" alt=""13 Days: The Cuban Missile Crisis"">",2016,#687,6.7,7.077272727272727,0.18814873218683792,"Bluffing, Modern Warfare, Political, Wargame"
95105,1st & Goal,"<a href=""https://boardgamegeek.com/boardgame/95105"">1st &amp; Goal</a><br><img src=""https://cf.geekdo-images.com/_Wng4co9wlh339DgaF8pCA__thumb/img/On7oyE8H3l-bGW3SeVf_VveLvq8=/fit-in/200x150/filters:strip_icc()/pic1172132.jpg"" alt=""1st &amp; Goal"">",2011,#2432,6.0,6.428571428571429,-0.3581957908342067,"Card Game, Dice, Sports"
207830,5-Minute Dungeon,"<a href=""https://boardgamegeek.com/boardgame/207830"">5-Minute Dungeon</a><br><img src=""https://cf.geekdo-images.com/fQOVD0Sc0FXZRZPdNc7VwA__thumb/img/5uDnvcjI-Bd6WbfA-9BLtKqC1-s=/fit-in/200x150/filters:strip_icc()/pic3370214.jpg"" alt=""5-Minute Dungeon"">",2017,#817,6.7,6.526315789473684,-0.15742482785312695,"Card Game, Fantasy, Fighting, Real-time"
432,6 nimmt!,"<a href=""https://boardgamegeek.com/boardgame/432"">6 nimmt!</a><br><img src=""https://cf.geekdo-images.com/JFhLVSRFQ2mtWRNHgbZ3Wg__thumb/img/jqJgikalfbCRPAMpjq4bWH0sj08=/fit-in/200x150/filters:strip_icc()/pic2602138.jpg"" alt=""6 nimmt!"">",1994,#600,6.8,6.624528301886793,-0.19145081527652877,"Card Game, Number"
1758,Advanced Heroquest,"<a href=""https://boardgamegeek.com/boardgame/1758"">Advanced Heroquest</a><br><img src=""https://cf.geekdo-images.com/IH2POeERqQzwWSllfsAIug__thumb/img/JGv8ev3L7dAhVGlullGowzlsi4A=/fit-in/200x150/filters:strip_icc()/pic806419.jpg"" alt=""Advanced Heroquest"">",1989,#2623,6.0,7.166666666666667,0.14716410023360688,"Adventure, Exploration, Fantasy, Fighting, Miniatures"
243,Advanced Squad Leader,"<a href=""https://boardgamegeek.com/boardgame/243"">Advanced Squad Leader</a><br><img src=""https://cf.geekdo-images.com/RaYWgwcNIv7cSnlkioz62g__thumb/img/4EAhVr_O_i4qY2hqqbCOLwGxMQg=/fit-in/200x150/filters:strip_icc()/pic771969.jpg"" alt=""Advanced Squad Leader"">",1985,#343,7.1,7.054545454545454,0.2316803330269501,"Wargame, World War II"
118000,Africana,"<a href=""https://boardgamegeek.com/boardgame/118000"">Africana</a><br><img src=""https://cf.geekdo-images.com/AZobDQaVc2GCN9yi32oudw__thumb/img/SBOxGIDQUiRYl1Kx17zGY9I4XdY=/fit-in/200x150/filters:strip_icc()/pic1203186.jpg"" alt=""Africana"">",2012,#2368,6.0,6.3,0.03074729881934573,"Adventure, Exploration, Travel"
5130,Afrikan tähti,"<a href=""https://boardgamegeek.com/boardgame/5130"">Afrikan tähti</a><br><img src=""https://cf.geekdo-images.com/cI3QGKBIYWlGnaxydGh-Bw__thumb/img/EmmI3wtWaYZTiOl5s1jkBi8frSg=/fit-in/200x150/filters:strip_icc()/pic237098.jpg"" alt=""Afrikan tähti"">",1951,#21374,5.1,4.411111111111111,-1.818164264962399,"Children&#x27;s Game, Exploration"
200680,Agricola (Revised Edition),"<a href=""https://boardgamegeek.com/boardgame/200680"">Agricola (Revised Edition)</a><br><img src=""https://cf.geekdo-images.com/Vf_0TrTfz9yll7rVBvYGsg__thumb/img/booIzVH8Wg4YJa7hIvzgIqwV25Y=/fit-in/200x150/filters:strip_icc()/pic3029377.jpg"" alt=""Agricola (Revised Edition)"">",2016,#76,7.6,7.97,0.6645907803449529,"Animals, Economic, Farming"
119890,Agricola: All Creatures Big and Small,"<a href=""https://boardgamegeek.com/boardgame/119890"">Agricola: All Creatures Big and Small</a><br><img src=""https://cf.geekdo-images.com/iaxdcb_l3F8McwzyoiiCig__thumb/img/UWsWeuOQpGv5asAoyrKgwL3pVj0=/fit-in/200x150/filters:strip_icc()/pic1514252.jpg"" alt=""Agricola: All Creatures Big and Small"">",2012,#296,7.1,7.196597222222222,0.16922202163684624,"Animals, Farming"
48726,Alien Frontiers,"<a href=""https://boardgamegeek.com/boardgame/48726"">Alien Frontiers</a><br><img src=""https://cf.geekdo-images.com/UWZTWLXFfg_6HpXJmviL3g__thumb/img/KBuRMq00g4PlosEQSUUTDLzsYN8=/fit-in/200x150/filters:strip_icc()/pic3360924.png"" alt=""Alien Frontiers"">",2010,#255,7.2,7.230075187969924,0.2828175100592349,"Dice, Science Fiction"
1608,Ambush!,"<a href=""https://boardgamegeek.com/boardgame/1608"">Ambush!</a><br><img src=""https://cf.geekdo-images.com/8H-hiPuWsdD07fcj0kMsYA__thumb/img/QxDn57ooLqX29aWH3ThD0agawOA=/fit-in/200x150/filters:strip_icc()/pic265524.jpg"" alt=""Ambush!"">",1983,#940,6.6,7.242000000000001,0.3693617651701542,"Fighting, Wargame, World War II"
110277,Among the Stars,"<a href=""https://boardgamegeek.com/boardgame/110277"">Among the Stars</a><br><img src=""https://cf.geekdo-images.com/xM5-XAyoh7NwuVoguwgEsQ__thumb/img/0Qo56PUZiko4GpS2hZ5R8q-z5VA=/fit-in/200x150/filters:strip_icc()/pic2037906.jpg"" alt=""Among the Stars"">",2012,#663,6.8,7.035317460317461,0.029300197960706556,"Card Game, City Building, Science Fiction"
118063,Android: Infiltration,"<a href=""https://boardgamegeek.com/boardgame/118063"">Android: Infiltration</a><br><img src=""https://cf.geekdo-images.com/sLYuYeAFEYTuHBJ5qAbbPQ__thumb/img/4LB3Ur2BuZkL9rZqNp9_tjWrTaw=/fit-in/200x150/filters:strip_icc()/pic1207030.jpg"" alt=""Android: Infiltration"">",2012,#1806,6.2,6.918292682926829,-0.07484080131559966,"Card Game, Exploration, Science Fiction, Spies/Secret Agents"
17329,Animal Upon Animal,"<a href=""https://boardgamegeek.com/boardgame/17329"">Animal Upon Animal</a><br><img src=""https://cf.geekdo-images.com/5RHnNYBqmNXYvDtIeJw3pA__thumb/img/k3dUd6Gx-ogOeDtH2HsyVX0n-8E=/fit-in/200x150/filters:strip_icc()/pic403502.jpg"" alt=""Animal Upon Animal"">",2005,#967,6.6,7.18,0.25403448147409546,"Action / Dexterity, Animals, Children&#x27;s Game"
191300,Archaeology: The New Expedition,"<a href=""https://boardgamegeek.com/boardgame/191300"">Archaeology: The New Expedition</a><br><img src=""https://cf.geekdo-images.com/5fsW7qzvnkg8L0iVx_AM1A__thumb/img/kDJbSE0lHm1iNprMUGjjJXzi8bM=/fit-in/200x150/filters:strip_icc()/pic2805898.png"" alt=""Archaeology: The New Expedition"">",2016,#962,6.6,7.2272727272727275,0.10092114583324685,Card Game
1032,B-17: Queen of the Skies,"<a href=""https://boardgamegeek.com/boardgame/1032"">B-17: Queen of the Skies</a><br><img src=""https://cf.geekdo-images.com/-1u9YHT1t1ltWTu-7HHDbQ__thumb/img/q_kV5cGvtORuf_48QtKP4YuH0YE=/fit-in/200x150/filters:strip_icc()/pic44389.jpg"" alt=""B-17: Queen of the Skies"">",1981,#1614,6.2,6.925,0.1451011972813774,"Aviation / Flight, Wargame, World War II"
3955,BANG!,"<a href=""https://boardgamegeek.com/boardgame/3955"">BANG!</a><br><img src=""https://cf.geekdo-images.com/_04xA-d-rfygm0c49HE4vA__thumb/img/P-6cf4TEk7ewzrfP9d-8c-TxAY4=/fit-in/200x150/filters:strip_icc()/pic1170986.jpg"" alt=""BANG!"">",2002,#1326,6.4,6.148295454545454,-0.5154713315829802,"American West, Bluffing, Card Game, Deduction, Fighting"
143741,BANG! The Dice Game,"<a href=""https://boardgamegeek.com/boardgame/143741"">BANG! The Dice Game</a><br><img src=""https://cf.geekdo-images.com/BLTFau1Ue-gjX6geQdYrjQ__thumb/img/IijBpyOQC760F6XIw34WT0ePqe4=/fit-in/200x150/filters:strip_icc()/pic2909713.jpg"" alt=""BANG! The Dice Game"">",2013,#602,6.8,6.5958125,-0.28247996533687425,"American West, Bluffing, Deduction, Dice, Fighting, Party Game"
2397,Backgammon,"<a href=""https://boardgamegeek.com/boardgame/2397"">Backgammon</a><br><img src=""https://cf.geekdo-images.com/_6HVCuGni6NunlrSje0ySQ__thumb/img/FS7YID4DgqMBppP0nhyG52MP7Xk=/fit-in/200x150/filters:strip_icc()/pic1361122.jpg"" alt=""Backgammon"">",-3000,#1323,6.4,6.482474226804123,-0.14454109100702117,"Abstract Strategy, Dice"
222514,Batman: Gotham City Chronicles,"<a href=""https://boardgamegeek.com/boardgame/222514"">Batman: Gotham City Chronicles</a><br><img src=""https://cf.geekdo-images.com/YGNk9UF-QqLWT58aWiRV7w__thumb/img/OJRkVH8OmPyCtrpExfCW63phnkE=/fit-in/200x150/filters:strip_icc()/pic3893551.png"" alt=""Batman: Gotham City Chronicles"">",2019,#896,6.6,8.153846153846153,0.5047931707655336,"Adventure, Comic Book / Strip, Fighting, Miniatures, Wargame"
54137,Battle Sheep,"<a href=""https://boardgamegeek.com/boardgame/54137"">Battle Sheep</a><br><img src=""https://cf.geekdo-images.com/CyRdRpZaIsCb4B8zfotI4Q__thumb/img/whuWEpda3VITkjptCXHcYD4tCm0=/fit-in/200x150/filters:strip_icc()/pic1887253.jpg"" alt=""Battle Sheep"">",2010,#1536,6.3,6.5,-0.16733076936477667,"Abstract Strategy, Animals"
1540,BattleTech,"<a href=""https://boardgamegeek.com/boardgame/1540"">BattleTech</a><br><img src=""https://cf.geekdo-images.com/MmCjO907d3IB6IcK3Veqhw__thumb/img/V-c4s6b10_5eWBg4z8GsCL8Uwyg=/fit-in/200x150/filters:strip_icc()/pic1748230.jpg"" alt=""BattleTech"">",1985,#1107,6.5,7.04047619047619,0.10002849124680349,"Collectible Components, Fighting, Miniatures, Science Fiction, Wargame"
2425,Battleship,"<a href=""https://boardgamegeek.com/boardgame/2425"">Battleship</a><br><img src=""https://cf.geekdo-images.com/oWcB33sfig9QF_KBEv7iLQ__thumb/img/qczOMhLMAddodKHspHSXyYqZ578=/fit-in/200x150/filters:strip_icc()/pic2439783.png"" alt=""Battleship"">",1931,#21398,4.7,4.300714285714286,-1.4915389284535283,"Children&#x27;s Game, Deduction, Nautical, Wargame"
37111,Battlestar Galactica: The Board Game,"<a href=""https://boardgamegeek.com/boardgame/37111"">Battlestar Galactica: The Board Game</a><br><img src=""https://cf.geekdo-images.com/5Q2w2rFJiFI_uV89KP6ECg__thumb/img/s1BljxEdoxQ1zGYiw05Qa9rg9hI=/fit-in/200x150/filters:strip_icc()/pic354500.jpg"" alt=""Battlestar Galactica: The Board Game"">",2008,#84,7.6,7.527547244094488,0.4291683486623751,"Bluffing, Deduction, Movies / TV / Radio theme, Political, Science Fiction, Space Exploration, Spies/Secret Agents"
99081,Bears!,"<a href=""https://boardgamegeek.com/boardgame/99081"">Bears!</a><br><img src=""https://cf.geekdo-images.com/ZmCDYascVWC40s0Jub0mDA__thumb/img/wXcPOaihkwpMmFS3GOyQKA8RM-E=/fit-in/200x150/filters:strip_icc()/pic2893791.jpg"" alt=""Bears!"">",2011,#8130,5.6,5.992307692307692,-0.44833444836666925,"Dice, Party Game, Real-time"
157403,Black Fleet,"<a href=""https://boardgamegeek.com/boardgame/157403"">Black Fleet</a><br><img src=""https://cf.geekdo-images.com/A-KaF84pQ7V8IAZULQNqKg__thumb/img/t6JsS2kb5qfi0CVFe5o08WGlQ2M=/fit-in/200x150/filters:strip_icc()/pic1987366.jpg"" alt=""Black Fleet"">",2014,#871,6.6,6.776923076923077,-0.21804597712140336,"Nautical, Pirates, Transportation"
205867,Bohnanza: The Duel,"<a href=""https://boardgamegeek.com/boardgame/205867"">Bohnanza: The Duel</a><br><img src=""https://cf.geekdo-images.com/84wf0HVzM4mlP-PMwsTWpA__thumb/img/ZPs3buZJbdwii3VrtF-qmVflaEs=/fit-in/200x150/filters:strip_icc()/pic3528706.jpg"" alt=""Bohnanza: The Duel"">",2016,#2056,6.1,6.583333333333333,-0.08741225958152038,"Card Game, Farming"
171499,Cacao,"<a href=""https://boardgamegeek.com/boardgame/171499"">Cacao</a><br><img src=""https://cf.geekdo-images.com/oPxM0e3HTS0rIc-9H496Pg__thumb/img/WCVlv0gzsj8yHAdyLUDKMb_fmBc=/fit-in/200x150/filters:strip_icc()/pic2379288.jpg"" alt=""Cacao"">",2015,#580,6.8,7.0248484848484845,0.11129995665885861,"Economic, Farming, Territory Building"
4491,Cave Troll,"<a href=""https://boardgamegeek.com/boardgame/4491"">Cave Troll</a><br><img src=""https://cf.geekdo-images.com/HeuICW4D_JOcuuzRoV6b-Q__thumb/img/DZuQinsBsxl4lBWfOAClMH8Pv1Q=/fit-in/200x150/filters:strip_icc()/pic2497113.jpg"" alt=""Cave Troll"">",2002,#2088,6.1,6.421428571428572,-0.5408542279045498,Fantasy
220520,Caverna: Cave vs Cave,"<a href=""https://boardgamegeek.com/boardgame/220520"">Caverna: Cave vs Cave</a><br><img src=""https://cf.geekdo-images.com/rTlJoKU2lHOZfv1Ad8YvDA__thumb/img/_fvhogbWyAeMrwGsxmcUIy6yvA8=/fit-in/200x150/filters:strip_icc()/pic3505750.jpg"" alt=""Caverna: Cave vs Cave"">",2017,#643,6.8,7.147576923076922,0.1873230887286891,"Economic, Fantasy, Farming"
232832,Century: Golem Edition,"<a href=""https://boardgamegeek.com/boardgame/232832"">Century: Golem Edition</a><br><img src=""https://cf.geekdo-images.com/1bihoShOuqaCuZJXB3Q2gQ__thumb/img/dvGQkdnwtcwAmcxHR_7J17OsLjQ=/fit-in/200x150/filters:strip_icc()/pic3936124.jpg"" alt=""Century: Golem Edition"">",2017,#203,7.3,7.46,0.42654976246407506,"Card Game, Economic, Fantasy"
2083,Checkers,"<a href=""https://boardgamegeek.com/boardgame/2083"">Checkers</a><br><img src=""https://cf.geekdo-images.com/S4IBcWYhlbn51_5f0EIR4g__thumb/img/wxqQxa2--TclJY8n8hzMGXzk1sI=/fit-in/200x150/filters:strip_icc()/pic113720.jpg"" alt=""Checkers"">",1150,#21388,5.0,4.943125,-1.1936721059021964,"Abstract Strategy, Comic Book / Strip"
171,Chess,"<a href=""https://boardgamegeek.com/boardgame/171"">Chess</a><br><img src=""https://cf.geekdo-images.com/0-DjGBOko6RV8zg5ejhYIg__thumb/img/kjtoinSrkYV0HZleXMxkJzZwS8k=/fit-in/200x150/filters:strip_icc()/pic260745.jpg"" alt=""Chess"">",1475,#441,7.0,6.48047290640394,-0.18602238159660106,Abstract Strategy
239188,Chronicles of Crime,"<a href=""https://boardgamegeek.com/boardgame/239188"">Chronicles of Crime</a><br><img src=""https://cf.geekdo-images.com/1BMyuEwK0zV9005oYinYLw__thumb/img/QFzbDlFGzK3yRZNLnRr4YzHwEuY=/fit-in/200x150/filters:strip_icc()/pic4317519.jpg"" alt=""Chronicles of Crime"">",2018,#164,7.4,7.653333333333334,0.5106946781610393,"Adventure, Deduction, Murder/Mystery"
5432,Chutes and Ladders,"<a href=""https://boardgamegeek.com/boardgame/5432"">Chutes and Ladders</a><br><img src=""https://cf.geekdo-images.com/P1qJDS_DFTtP_FrpW9WjXw__thumb/img/YW5DL-HewEWDZeEhKjpzMJva0kg=/fit-in/200x150/filters:strip_icc()/pic4542661.jpg"" alt=""Chutes and Ladders"">",-200,#21417,3.6,2.5833333333333335,-2.510942757485658,"Animals, Children&#x27;s Game, Dice, Movies / TV / Radio theme"
22141,Cleopatra and the Society of Architects,"<a href=""https://boardgamegeek.com/boardgame/22141"">Cleopatra and the Society of Architects</a><br><img src=""https://cf.geekdo-images.com/7cNh9n1YX-TjuWPTjYXSiw__thumb/img/XkQLcneMW2QnQslgvjOWTo94Pm8=/fit-in/200x150/filters:strip_icc()/pic1904123.jpg"" alt=""Cleopatra and the Society of Architects"">",2006,#1044,6.5,6.3,-0.27486012074612565,Ancient
39206,Tac Tac Jack,"<a href=""https://boardgamegeek.com/boardgame/39206"">Tac Tac Jack</a><br><img src=""https://cf.geekdo-images.com/l6n1YXrxx_a25R1emVIXDw__thumb/img/7DNnFYujPiBywn7EAgnd_RsXK8Q=/fit-in/200x150/filters:strip_icc()/pic1075334.jpg"" alt=""Tac Tac Jack"">",2008,#2063,6.1,6.3428571428571425,-0.3563217029089503,"Action / Dexterity, Children&#x27;s Game"
198773,Codenames: Pictures,"<a href=""https://boardgamegeek.com/boardgame/198773"">Codenames: Pictures</a><br><img src=""https://cf.geekdo-images.com/Q2u-Nk68Wb1iLjxh_dfsIg__thumb/img/6-1EOESE196KVKw4xOJ5rge56j0=/fit-in/200x150/filters:strip_icc()/pic3476592.jpg"" alt=""Codenames: Pictures"">",2016,#342,7.1,7.29336936936937,0.2084414178759242,"Card Game, Deduction, Party Game, Spies/Secret Agents"
118174,Compounded,"<a href=""https://boardgamegeek.com/boardgame/118174"">Compounded</a><br><img src=""https://cf.geekdo-images.com/y8JfVb35fNbp2vVREDtMBg__thumb/img/HAVgY5kLAxwrZ9xF1VDEDUq5SCA=/fit-in/200x150/filters:strip_icc()/pic1322957.jpg"" alt=""Compounded"">",2013,#1622,6.2,6.58,-0.32414324506575853,"Educational, Industry / Manufacturing, Negotiation"
36015,Conan,"<a href=""https://boardgamegeek.com/boardgame/36015"">Conan</a><br><img src=""https://cf.geekdo-images.com/x4vY39NGGvKCm-6-GDaPAQ__thumb/img/1NYLLjMZ4sjSssjyFndrzaGyrbo=/fit-in/200x150/filters:strip_icc()/pic1436864.jpg"" alt=""Conan"">",2001,Not Ranked,0.0,7.842105263157895,0.7131043248689953,"Card Game, Fantasy, Novel-based, Print &amp; Play"
112,Condottiere,"<a href=""https://boardgamegeek.com/boardgame/112"">Condottiere</a><br><img src=""https://cf.geekdo-images.com/ez1nMA4g7Mx3BVBqZT9D2w__thumb/img/WbIDkxaZNX05TSmK-pqQYw1xv5A=/fit-in/200x150/filters:strip_icc()/pic4211268.jpg"" alt=""Condottiere"">",1995,#877,6.6,6.575753424657534,-0.1806754792812114,"Bluffing, Card Game, Medieval, Negotiation"
2719,Connect Four,"<a href=""https://boardgamegeek.com/boardgame/2719"">Connect Four</a><br><img src=""https://cf.geekdo-images.com/I_ZPIWEvFlrMa8caT4UD-w__thumb/img/JR0u-AXmZpNrZpevcz3lrLPNDf4=/fit-in/200x150/filters:strip_icc()/pic859430.jpg"" alt=""Connect Four"">",1974,#21387,5.0,4.30943396226415,-1.4783101792810738,"Abstract Strategy, Animals, Children&#x27;s Game"
269595,Copenhagen,"<a href=""https://boardgamegeek.com/boardgame/269595"">Copenhagen</a><br><img src=""https://cf.geekdo-images.com/9rxcvgJyZ4_gJ651hMBU_A__thumb/img/05JsAezAZt6d8p8tWbePI_gycZU=/fit-in/200x150/filters:strip_icc()/pic4518807.jpg"" alt=""Copenhagen"">",2019,#1176,6.4,6.8,0.20319369034572196,Puzzle
204027,Cottage Garden,"<a href=""https://boardgamegeek.com/boardgame/204027"">Cottage Garden</a><br><img src=""https://cf.geekdo-images.com/7Zk5_GsYycmHYD4RN3kIJQ__thumb/img/feLpplY6_MLKO4Tzfj5N2bW4a9o=/fit-in/200x150/filters:strip_icc()/pic3499059.jpg"" alt=""Cottage Garden"">",2016,#863,6.6,6.80095238095238,-0.21806153128948752,"Abstract Strategy, Farming, Puzzle"
2398,Cribbage,"<a href=""https://boardgamegeek.com/boardgame/2398"">Cribbage</a><br><img src=""https://cf.geekdo-images.com/UkYLsDGsQ3OdNY_yyYTsuw__thumb/img/bio7Hn5qUp-J19nvJwDFXjViPFc=/fit-in/200x150/filters:strip_icc()/pic121094.jpg"" alt=""Cribbage"">",1630,#634,6.8,6.465306122448979,-0.15013597384960586,Card Game
179303,Cthulhu Realms,"<a href=""https://boardgamegeek.com/boardgame/179303"">Cthulhu Realms</a><br><img src=""https://cf.geekdo-images.com/4hMJj9ye5BH4bTHEtOBl2w__thumb/img/I83OtJ1j8z1a4GP3nL3gZGIP-M0=/fit-in/200x150/filters:strip_icc()/pic2554954.png"" alt=""Cthulhu Realms"">",2015,#1635,6.2,6.340000000000001,-0.41611324350501216,"Card Game, Horror, Humor, Novel-based"
54998,Cyclades,"<a href=""https://boardgamegeek.com/boardgame/54998"">Cyclades</a><br><img src=""https://cf.geekdo-images.com/6QbaJOS8acWkJ6gSYI0KaQ__thumb/img/YSxmsx_zxqdVoqNVGsNnAqyH1lc=/fit-in/200x150/filters:strip_icc()/pic584779.jpg"" alt=""Cyclades"">",2009,#191,7.3,7.348984732824428,0.2891551274718201,"Ancient, City Building, Civilization, Fighting, Miniatures, Mythology, Nautical"
194594,Dice Forge,"<a href=""https://boardgamegeek.com/boardgame/194594"">Dice Forge</a><br><img src=""https://cf.geekdo-images.com/4BTVGQWO0M9ayxyku3FW6Q__thumb/img/BWNtptZ90Cutx39I3Celuvirt78=/fit-in/200x150/filters:strip_icc()/pic3477004.jpg"" alt=""Dice Forge"">",2017,#356,7.1,7.2998666666666665,0.18082502697119746,"Ancient, Dice, Fantasy, Mythology"
2394,Dominoes,"<a href=""https://boardgamegeek.com/boardgame/2394"">Dominoes</a><br><img src=""https://cf.geekdo-images.com/7YdY99fgAanc04jyhqQ66w__thumb/img/AnLOv6xw_qtmOXh0koArhrO2kFU=/fit-in/200x150/filters:strip_icc()/pic90585.jpg"" alt=""Dominoes"">",1500,#20855,5.4,5.109803921568628,-1.118083120796658,"Abstract Strategy, Game System, Video Game Theme"
23107,Drakon (Third Edition),"<a href=""https://boardgamegeek.com/boardgame/23107"">Drakon (Third Edition)</a><br><img src=""https://cf.geekdo-images.com/M16DElXmmeR5O_78d1CpOA__thumb/img/_keAjU3FcMGAkLZFZbhzV-8ZvJ8=/fit-in/200x150/filters:strip_icc()/pic153409.jpg"" alt=""Drakon (Third Edition)"">",2006,#2153,6.1,6.348148148148148,-0.2886889363582436,"Adventure, Fantasy, Maze"
136356,Dread Curse,"<a href=""https://boardgamegeek.com/boardgame/136356"">Dread Curse</a><br><img src=""https://cf.geekdo-images.com/Tl9x-TIviutG1AdPgZMhag__thumb/img/OVt8MttQbbBpJiYfk6WTgaQZLWc=/fit-in/200x150/filters:strip_icc()/pic1628689.jpg"" alt=""Dread Curse"">",2013,#4537,5.7,6.34,-0.506964674125582,"Bluffing, Card Game, Party Game, Pirates"
